model,Price,Rating,SIM,RAM,Processor,Display,Camera,OS,SIM_Type,Supports_3G,Supports_4G,Supports_5G,VoLTE,WiFi,NFC,IR_Blaster,RAM_GB,Storage_GB,Chipset,Cores,ClockSpeed_GHz,Core_Word,Display_Size,Resolution,RefreshRate_Hz,Rear_Main_MP,Front_MP,Resolution_Width,Resolution_Height,Card_Support,Card_Capacity_GB,OS_Name,OS_Version
Motorola Moto G31,8799,74.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","4 GB RAM, 64 GB inbuilt","Helio  G85, Octa Core, 2 GHz Processor","6.47 inches, 1080 x 2400 px Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 13 MP Front Camera,Android v11,Dual Sim,1,1,0,1,1,0,0,4,64,Helio  G85,8.0,2.0,Octa,6.47,1080 x 2400,,50.0,13.0,1080.0,2400.0,Yes,1,Android,11.0
Samsung Galaxy Z Flip 3,69999,81.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","8 GB RAM, 128 GB inbuilt","Snapdragon 888, Octa Core, 2.84 GHz Processor","6.7 inches, 1080 x 2640 px, 120 Hz Display with Punch Hole","Foldable Display, Dual Display",Memory Card Not Supported,Dual Sim,1,1,1,1,1,1,0,8,128,Snapdragon 888,8.0,2.84,Octa,6.7,1080 x 2640,120.0,,,1080.0,2640.0,Yes,12,Memory,14.0
OnePlus 8T (12GB RAM + 256GB),27349,84.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","12 GB RAM, 256 GB inbuilt","Snapdragon 865, Octa Core, 2.84 GHz Processor","6.55 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",48 MP Quad Rear & 16 MP Front Camera,Android v11,Dual Sim,1,1,1,1,1,1,0,12,256,Snapdragon 865,8.0,2.84,Octa,6.55,1080 x 2400,120.0,48.0,16.0,1080.0,2400.0,No,0,Android,11.0
Xiaomi Redmi Note 9 Pro (4GB RAM + 128GB),15999,75.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster","4 GB RAM, 128 GB inbuilt","Snapdragon 720G, Octa Core, 2.3 GHz Processor","6.67 inches, 1080 x 2400 px Display with Punch Hole",48 MP Quad Rear & 16 MP Front Camera,Android v10.0,Dual Sim,1,1,0,1,1,0,1,4,128,Snapdragon 720G,8.0,2.3,Octa,6.67,1080 x 2400,,48.0,16.0,1080.0,2400.0,Yes,512,Android,10.0
Apple iPhone 12 Pro Max,119900,78.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","6 GB RAM, 128 GB inbuilt","Bionic A14, Hexa Core, 3.1 GHz Processor",12 MP + 12 MP + 12 MP Triple Rear & 12 MP Front Camera,Memory Card Not Supported,No FM Radio,Dual Sim,1,1,1,1,1,1,0,6,128,Bionic A14,6.0,3.1,Hexa,,,,,,,,Yes,14,No,14.0
Xiaomi Redmi Note 9,9999,74.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster","4 GB RAM, 64 GB inbuilt","Helio G85, Octa Core, 2 GHz Processor","6.53 inches, 1080 x 2340 px Display with Punch Hole",48 MP Quad Rear & 13 MP Front Camera,Android v10.0,Dual Sim,1,1,0,1,1,0,1,4,64,Helio G85,8.0,2.0,Octa,6.53,1080 x 2340,,48.0,13.0,1080.0,2340.0,Yes,512,Android,10.0
Apple iPhone 11,43900,72.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC","4 GB RAM, 64 GB inbuilt","A13 Bionic, Hexa Core, 2.65 GHz Processor","6.1 inches, 828 x 1792 px Display with Large Notch",12 MP + 12 MP Dual Rear & 12 MP Front Camera,iOS v13,Dual Sim,1,1,0,1,1,1,0,4,64,A13 Bionic,6.0,2.65,Hexa,6.1,828 x 1792,,12.0,12.0,828.0,1792.0,No,0,iOS,13.0
Samsung Metro 313,1331,79.44584647739222,Dual Sim,"10 MB RAM, 2 MB inbuilt","Single Core, 208 MHz Processor","2 inches, 320 x 240 px Display",0.3 MP Rear Camera,v30,Dual Sim,0,0,0,0,0,0,0,0,0,Single Core,1.0,,Single,2.0,320 x 240,,3.0,,320.0,240.0,Yes,16,v,30.0
Hotline K115,699,79.44584647739222,Dual Sim,"32 MB RAM, 32 MB inbuilt",1.4 GHz Processor,"1.44 inches, 120 x 160 px Display",1.3 MP Rear Camera,No FM Radio,Dual Sim,0,0,0,0,0,0,0,0,0,1.4 GHz Processor,,1.4,,1.44,120 x 160,,3.0,,120.0,160.0,Yes,30,No,14.0
Philips E2221,1599,79.44584647739222,"32 MB RAM, 32 MB inbuilt",2.44 inches Display,2500 mAh Battery,"Memory Card Supported, upto 32 GB",Bluetooth,,,0,0,0,0,0,0,0,0,0,2500 mAh Battery,,,,,,,,,,,Yes,0,,14.0
Lava Blaze Amoled,12999,69.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","4 GB RAM, 128 GB inbuilt","Dimensity 6300, Octa Core, 2.4 GHz Processor","6.67 inches, 1080 x 2400 px Display with Punch Hole",64 MP + 2 MP Dual Rear & 16 MP Front Camera,Bluetooth,Dual Sim,1,1,0,1,1,0,0,4,128,Dimensity 6300,8.0,2.4,Octa,6.67,1080 x 2400,,64.0,16.0,1080.0,2400.0,Yes,14,Bluetooth,14.0
Alcatel V3 Classic,10999,73.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","4 GB RAM, 128 GB inbuilt","Dimensity 6300, Octa Core, 2.4 GHz Processor","6.67 inches, 720 x 1600 px, 120 Hz Display with Punch Hole",50 MP + 0.08 MP Dual Rear & 8 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,1,0,4,128,Dimensity 6300,8.0,2.4,Octa,6.67,720 x 1600,120.0,50.0,8.0,720.0,1600.0,Yes,2,Android,15.0
Samsung Galaxy S25 Edge (12GB RAM + 512GB),121999,89.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","12 GB RAM, 512 GB inbuilt","Snapdragon 8Elite, Octa Core, 4.47 GHz Processor","6.7 inches, 1440 x 3120 px, 120 Hz Display with Punch Hole",200 MP + 12 MP Dual Rear & 12 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,1,0,12,512,Snapdragon 8Elite,8.0,4.47,Octa,6.7,1440 x 3120,120.0,200.0,12.0,1440.0,3120.0,Yes,15,No,14.0
Realme P1 Speed 5G (8GB RAM + 256GB),17990,81.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","8 GB RAM, 256 GB inbuilt","Dimensity 7300 E, Octa Core, 2.5 GHz Processor","6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 16 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,0,8,256,Dimensity 7300 E,8.0,2.5,Octa,6.67,1080 x 2400,120.0,50.0,16.0,1080.0,2400.0,Yes,2,Android,14.0
MTR Power,1600,79.44584647739222,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","32 MB RAM, 32 MB inbuilt",1 MHz Processor,"2.4 inches, 120 x 240 px Display",5 MP Rear Camera,No FM Radio,Dual Sim,1,1,0,1,1,0,0,0,0,1 MHz Processor,,,,2.4,120 x 240,,5.0,,120.0,240.0,Yes,1,No,14.0
Lava Bold 5G (6GB RAM + 128GB),13499,77.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi","6 GB RAM, 128 GB inbuilt","Dimensity 6300, Octa Core, 2.4 GHz Processor","6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",64 MP + 2 MP Dual Rear & 16 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,0,6,128,Dimensity 6300,8.0,2.4,Octa,6.67,1080 x 2400,120.0,64.0,16.0,1080.0,2400.0,Yes,0,Android,14.0
Realme 14 Pro Plus (12GB RAM + 512GB),37999,86.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","12 GB RAM, 512 GB inbuilt","Snapdragon 7s Gen3, Octa Core, 2.5 GHz Processor","6.83 inches, 1272 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 8 MP Triple Rear & 32 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,0,0,12,512,Snapdragon 7s Gen3,8.0,2.5,Octa,6.83,1272 x 2800,120.0,50.0,32.0,1272.0,2800.0,No,0,Android,15.0
HMD 150 Music (2025),2327,79.44584647739222,Dual Sim,Unisoc 6531F,No Wifi,2500 mAh Battery,"2.4 inches, 240 x 320 px Display","Memory Card Supported, upto 32 GB",Dual Sim,0,0,0,0,0,0,0,0,0,No Wifi,,,,,,,,,,,Yes,0,Memory,32.0
Apple iPhone 16e (512GB),83390,85.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","8 GB RAM, 512 GB inbuilt","Bionic A18, Hexa Core, 4.04 GHz Processor","6.1 inches, 1170 x 2532 px Display with Small Notch",48 MP Rear & 12 MP Front Camera,iOS v18,Dual Sim,1,1,1,1,1,1,0,8,512,Bionic A18,6.0,4.04,Hexa,6.1,1170 x 2532,,48.0,12.0,1170.0,2532.0,No,0,iOS,18.0
Tecno Spark 30C 5G (8GB RAM + 128GB),12999,75.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","8 GB RAM, 128 GB inbuilt","Dimensity 6300, Octa Core, 2.4 GHz Processor","6.67 inches, 720 x 1600 px, 120 Hz Display with Punch Hole",48 MP Dual Rear & 8 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,1,1,8,128,Dimensity 6300,8.0,2.4,Octa,6.67,720 x 1600,120.0,48.0,8.0,720.0,1600.0,Yes,1,Android,14.0
itel Zeno 10 (4GB RAM + 64GB),5899,56.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","4 GB RAM, 64 GB inbuilt",Octa Core Processor,"6.6 inches, 720 x 1612 px Display with Water Drop Notch",8 MP Dual Rear & 5 MP Front Camera,Android v14,Dual Sim,1,1,0,1,1,0,0,4,64,Octa Core Processor,8.0,,Octa,6.6,720 x 1612,,8.0,5.0,720.0,1612.0,Yes,0,Android,14.0
Snexian Bold T150,4499,33.0,"Dual Sim, 3G, 4G, Wi-Fi","2 GB RAM, 16 GB inbuilt","AMD, Quad Core, 512 MHz Processor",3 inches Display,5 MP Rear Camera,Bluetooth,Dual Sim,1,1,0,0,1,0,0,2,16,AMD,4.0,,Quad,3.0,,,5.0,,,,Yes,10,Bluetooth,14.0
Lava O3 Pro,6999,69.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","4 GB RAM, 128 GB inbuilt","Unisoc T606, Octa Core, 1.6 GHz Processor","6.56 inches, 1600 x 720 px Display with Water Drop Notch",50 MP + Ultra Wide + Macro Triple Rear & 8 MP Front Camera,Android v14,Dual Sim,1,1,0,1,1,0,0,4,128,Unisoc T606,8.0,1.6,Octa,6.56,1600 x 720,,50.0,8.0,1600.0,720.0,Yes,1,Android,14.0
Oppo Find X8 5G (16GB RAM + 512GB),79900,91.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","16 GB RAM, 512 GB inbuilt","Dimensity 9400, Octa Core, 3.63 GHz Processor","6.59 inches, 1256 x 2760 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 32 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,1,1,16,512,Dimensity 9400,8.0,3.63,Octa,6.59,1256 x 2760,120.0,50.0,32.0,1256.0,2760.0,Yes,15,No,14.0
BlackZone BMW,1330,79.44584647739222,Dual Sim,"32 MB RAM, 32 MB inbuilt",No Wifi,"0.66 inches, 128 x 160 px Display",No Rear Camera,No FM Radio,Dual Sim,0,0,0,0,0,0,0,0,0,No Wifi,,,,0.66,128 x 160,,,,128.0,160.0,Yes,0,No,14.0
Jio Bharat V3,799,79.44584647739222,"Single Sim, 3G, 4G, VoLTE","512 MB RAM, 4 GB inbuilt",No Wifi,"1.77 inches, 240 x 320 px Display",0.3 MP Rear Camera,Bluetooth,Single Sim,1,1,0,1,0,0,0,0,4,No Wifi,,,,1.77,240 x 320,,3.0,,240.0,320.0,Yes,128,Bluetooth,14.0
Tecno Spark 30C 5G,10499,72.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","4 GB RAM, 128 GB inbuilt","Dimensity 6300, Octa Core, 2.4 GHz Processor","6.67 inches, 720 x 1600 px, 120 Hz Display with Punch Hole",48 MP Dual Rear & 8 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,1,1,4,128,Dimensity 6300,8.0,2.4,Octa,6.67,720 x 1600,120.0,48.0,8.0,720.0,1600.0,Yes,1,Android,14.0
Tecno Pop 9 5G (4GB RAM + 128GB),9499,74.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","4 GB RAM, 128 GB inbuilt","Dimensity 6300, Octa Core, 2.4 GHz Processor","6.67 inches, 720 x 1612 px, 120 Hz Display with Punch Hole",48 MP Dual Rear & 8 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,1,1,4,128,Dimensity 6300,8.0,2.4,Octa,6.67,720 x 1612,120.0,48.0,8.0,720.0,1612.0,Yes,1,Android,14.0
HMD 105 4G (2024),2099,79.44584647739222,"3G, 4G",Unisoc T127,No Wifi,1450 mAh Battery,"2.4 inches, 240 x 320 px Display","Memory Card Supported, upto 32 GB",,1,1,0,0,0,0,0,0,0,No Wifi,,,,,,,,,,,Yes,0,Memory,32.0
Apple iPhone 16 (512GB),99900,86.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","8 GB RAM, 512 GB inbuilt","Bionic A18, Hexa Core, 4.04 GHz Processor","6.1 inches, 1179 x 2556 px Display with Dynamic Island Display",48 MP + 12 MP Dual Rear & 12 MP Front Camera,iOS v18,Dual Sim,1,1,1,1,1,1,0,8,512,Bionic A18,6.0,4.04,Hexa,6.1,1179 x 2556,,48.0,12.0,1179.0,2556.0,No,0,iOS,18.0
Realme 13 Plus 5G (12GB RAM + 256GB),22755,84.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","12 GB RAM, 256 GB inbuilt","Dimensity 7300 E, Octa Core, 2.5 GHz Processor","6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 16 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,1,0,12,256,Dimensity 7300 E,8.0,2.5,Octa,6.67,1080 x 2400,120.0,50.0,16.0,1080.0,2400.0,Yes,2,Android,14.0
iQOO Z9s Pro (12GB RAM + 256GB),26999,83.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","12 GB RAM, 256 GB inbuilt","Snapdragon 7 Gen3, Octa Core, 2.63 GHz Processor","6.77 inches, 1080 x 2392 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 16 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,0,12,256,Snapdragon 7 Gen3,8.0,2.63,Octa,6.77,1080 x 2392,120.0,50.0,16.0,1080.0,2392.0,No,0,Android,14.0
iQOO Z9s (12GB RAM + 256GB),27990,82.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","12 GB RAM, 256 GB inbuilt","Dimensity 7300, Octa Core, 2.5 GHz Processor","6.77 inches, 1080 x 2392 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 16 MP Front Camera,Bluetooth,Dual Sim,1,1,1,1,1,0,0,12,256,Dimensity 7300,8.0,2.5,Octa,6.77,1080 x 2392,120.0,50.0,16.0,1080.0,2392.0,Yes,14,Bluetooth,14.0
Realme C63 5G (6GB RAM + 128GB),11989,74.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","6 GB RAM, 128 GB inbuilt","Dimensity 6300, Octa Core, 2.4 GHz Processor","6.67 inches, 720 x 1604 px, 120 Hz Display with Punch Hole",32 MP Dual Rear & 8 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,0,6,128,Dimensity 6300,8.0,2.4,Octa,6.67,720 x 1604,120.0,32.0,8.0,720.0,1604.0,Yes,2,Android,14.0
Vivo V40 5G (12GB RAM + 512GB),42999,86.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","12 GB RAM, 512 GB inbuilt","Snapdragon 7 Gen3, Octa Core, 2.63 GHz Processor","6.78 inches, 1260 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 50 MP Dual Rear & 50 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,0,12,512,Snapdragon 7 Gen3,8.0,2.63,Octa,6.78,1260 x 2800,120.0,50.0,50.0,1260.0,2800.0,No,0,Android,14.0
Realme 13 Pro 5G (12GB RAM + 512GB),24999,83.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","12 GB RAM, 512 GB inbuilt","Snapdragon 7s Gen2, Octa Core, 2.4 GHz Processor","6.7 inches, 1080 x 2412 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 32 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,0,0,12,512,Snapdragon 7s Gen2,8.0,2.4,Octa,6.7,1080 x 2412,120.0,50.0,32.0,1080.0,2412.0,Yes,14,No,14.0
Poco M6 5G (4GB RAM + 64GB),9990,74.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","4 GB RAM, 64 GB inbuilt","Dimensity 6100 Plus, Octa Core, 2.2 GHz Processor","6.74 inches, 720 x 1650 px, 90 Hz Display with Punch Hole",50 MP Dual Rear & 5 MP Front Camera,Android v13,Dual Sim,1,1,1,1,1,0,1,4,64,Dimensity 6100 Plus,8.0,2.2,Octa,6.74,720 x 1650,90.0,50.0,5.0,720.0,1650.0,Yes,1,Android,13.0
Vox V17,689,79.44584647739222,Dual Sim,"32 MB RAM, 32 MB inbuilt",1.3 MHz Processor,"1.8 inches, 180 x 240 px Display",0.3 MP Rear Camera,Symbian,Dual Sim,0,0,0,0,0,0,0,0,0,1.3 MHz Processor,,,,1.8,180 x 240,,3.0,,180.0,240.0,Yes,8,Symbian,14.0
Vox V15,679,79.44584647739222,Dual Sim,"32 MB RAM, 32 MB inbuilt",1.3 MHz Processor,"1.8 inches, 180 x 240 px Display",0.3 MP Rear Camera,Symbian,Dual Sim,0,0,0,0,0,0,0,0,0,1.3 MHz Processor,,,,1.8,180 x 240,,3.0,,180.0,240.0,Yes,8,Symbian,14.0
Vox V19,699,79.44584647739222,Dual Sim,"32 MB RAM, 32 MB inbuilt",1.3 MHz Processor,"1.8 inches, 180 x 240 px Display",No Rear Camera,,Dual Sim,0,0,0,0,0,0,0,0,0,1.3 MHz Processor,,,,1.8,180 x 240,,,,180.0,240.0,Yes,0,,14.0
HMD Skyline 5G,35999,87.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","12 GB RAM, 256 GB inbuilt","Snapdragon 7s Gen2, Octa Core, 2.4 GHz Processor","6.55 inches, 1080 x 2400 px, 144 Hz Display with Punch Hole",108 MP + 50 MP + 13 MP Triple Rear & 50 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,1,0,12,256,Snapdragon 7s Gen2,8.0,2.4,Octa,6.55,1080 x 2400,144.0,108.0,50.0,1080.0,2400.0,Yes,512,Android,14.0
Vox V18,689,79.44584647739222,Dual Sim,1000 mAh Battery,"32 MB RAM, 32 MB inbuilt",0.3 MP Rear Camera,"Memory Card Supported, upto 8 GB",Bluetooth,Dual Sim,0,0,0,0,0,0,0,0,0,32 MB RAM,,,,,,,,,,,Yes,9,Bluetooth,14.0
Motorola Moto A10V,989,79.44584647739222,Dual Sim,800 mAh Battery,"4 MB RAM, 4 MB inbuilt",No Rear Camera,"Memory Card Supported, upto 32 GB",,Dual Sim,0,0,0,0,0,0,0,0,0,4 MB RAM,,,,,,,,,,,Yes,0,,14.0
Motorola Moto A50V,1429,79.44584647739222,Dual Sim,1750 mAh Battery,"4 MB RAM, 4 MB inbuilt",0.3 MP Rear Camera,"Memory Card Supported, upto 32 GB",,Dual Sim,0,0,0,0,0,0,0,0,0,4 MB RAM,,,,,,,,,,,Yes,0,,14.0
Samsung Galaxy F55 5G (12GB RAM + 256GB),33249,85.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","12 GB RAM, 256 GB inbuilt","Snapdragon 7 Gen1, Octa Core, 2.4 GHz Processor","6.7 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 50 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,1,0,12,256,Snapdragon 7 Gen1,8.0,2.4,Octa,6.7,1080 x 2400,120.0,50.0,50.0,1080.0,2400.0,Yes,1,Android,14.0
Realme Narzo N65 5G,10447,73.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi","4 GB RAM, 128 GB inbuilt","Dimensity 6300, Octa Core, 2.4 GHz Processor","6.67 inches, 720 x 1604 px, 120 Hz Display with Punch Hole",50 MP Dual Rear & 8 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,0,4,128,Dimensity 6300,8.0,2.4,Octa,6.67,720 x 1604,120.0,50.0,8.0,720.0,1604.0,Yes,2,Android,14.0
Realme GT 6T (8GB RAM + 256GB),27890,84.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC, IR Blaster","8 GB RAM, 256 GB inbuilt","Snapdragon 7+ Gen3, Octa Core, 2.8 GHz Processor","6.78 inches, 1264 x 2780 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 32 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,1,1,8,256,Snapdragon 7+ Gen3,8.0,2.8,Octa,6.78,1264 x 2780,120.0,50.0,32.0,1264.0,2780.0,No,0,Android,14.0
Vivo Y18 (4GB RAM + 128GB),8499,71.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","4 GB RAM, 128 GB inbuilt","Helio G85, Octa Core, 2 GHz Processor","6.56 inches, 720 x 1612 px, 90 Hz Display with Water Drop Notch",50 MP + 0.08 MP Dual Rear & 8 MP Front Camera,Android v14,Dual Sim,1,1,0,1,1,0,0,4,128,Helio G85,8.0,2.0,Octa,6.56,720 x 1612,90.0,50.0,8.0,720.0,1612.0,Yes,0,Android,14.0
Vivo V30e (8GB RAM + 256GB),27999,84.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","8 GB RAM, 256 GB inbuilt","Snapdragon 6 Gen1, Octa Core, 2.2 GHz Processor","6.78 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 50 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,1,0,8,256,Snapdragon 6 Gen1,8.0,2.2,Octa,6.78,1080 x 2400,120.0,50.0,50.0,1080.0,2400.0,Yes,0,Android,14.0
Samsung Galaxy F15 5G (8GB RAM + 128GB),17999,78.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","8 GB RAM, 128 GB inbuilt","Dimensity 6100 Plus, Octa Core, 2.2 GHz Processor","6.45 inches, 1080 x 2340 px, 90 Hz Display with Water Drop Notch",50 MP + 5 MP + 2 MP Triple Rear & 13 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,0,8,128,Dimensity 6100 Plus,8.0,2.2,Octa,6.45,1080 x 2340,90.0,50.0,13.0,1080.0,2340.0,Yes,1,Android,14.0
Realme Narzo 70x 5G,11799,74.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","4 GB RAM, 128 GB inbuilt","Dimensity 6100 Plus, Octa Core, 2.2 GHz Processor","6.72 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 8 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,0,4,128,Dimensity 6100 Plus,8.0,2.2,Octa,6.72,1080 x 2400,120.0,50.0,8.0,1080.0,2400.0,Yes,2,Android,14.0
Realme P1 Pro 5G (8GB RAM + 256GB),16999,79.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","8 GB RAM, 256 GB inbuilt","Snapdragon 6 Gen1, Octa Core, 2.2 GHz Processor","6.7 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 16 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,0,0,8,256,Snapdragon 6 Gen1,8.0,2.2,Octa,6.7,1080 x 2400,120.0,50.0,16.0,1080.0,2400.0,Yes,14,No,14.0
Nokia 6310 (2024),3249,79.44584647739222,Dual Sim,"8 MB RAM, 16 MB inbuilt",Unisoc 6531F,"2.8 inches, 240 x 320 px Display",0.3 MP Rear Camera,S30+,Dual Sim,0,0,0,0,0,0,0,0,0,Unisoc 6531F,,,,2.8,240 x 320,,3.0,,240.0,320.0,Yes,32,S,30.0
Infinix Zero Flip 5G,44999,87.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","8 GB RAM, 512 GB inbuilt","Dimensity 8020, Octa Core, 2.6 GHz Processor","6.9 inches, 1080 x 2640 px, 120 Hz Display with Punch Hole","Foldable Display, Dual Display",Memory Card Not Supported,Dual Sim,1,1,1,1,1,1,0,8,512,Dimensity 8020,8.0,2.6,Octa,6.9,1080 x 2640,120.0,,,1080.0,2640.0,Yes,50,Memory,14.0
Realme 12X (6GB RAM +128GB),11499,75.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","6 GB RAM, 128 GB inbuilt","Dimensity 6100 Plus, Octa Core, 2.2 GHz Processor","6.72 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 8 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,0,6,128,Dimensity 6100 Plus,8.0,2.2,Octa,6.72,1080 x 2400,120.0,50.0,8.0,1080.0,2400.0,Yes,2,Android,14.0
iQOO Z9 5G (8GB RAM + 256GB),23990,82.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","8 GB RAM, 256 GB inbuilt","Dimensity 7200, Octa Core, 2.8 GHz Processor","6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 16 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,0,8,256,Dimensity 7200,8.0,2.8,Octa,6.67,1080 x 2400,120.0,50.0,16.0,1080.0,2400.0,Yes,1,Android,14.0
Vivo V30 Pro (12GB RAM + 512GB),38599,86.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","12 GB RAM, 512 GB inbuilt","Dimensity 8200, Octa Core, 3.1 GHz Processor","6.78 inches, 1260 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 50 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,0,0,12,512,Dimensity 8200,8.0,3.1,Octa,6.78,1260 x 2800,120.0,50.0,50.0,1260.0,2800.0,Yes,14,No,14.0
